number,wl,c,u
90,602.85,0.150545141723808,0.259371893670439
91,606.19,0.597134921652756,0.0733362517253033
92,609.54,0.834143891730974,0.24791919748098
93,612.89,1.15199268953582,0.230764914783903
94,616.23,0.575420787806579,0.169705347527142
95,619.58,0.166855297272499,0.515244898683863
96,622.93,0.0876400797783564,0.60884333277764
97,626.27,-0.85046346931973,0.353507877023613
98,629.62,-0.90580525393815,0.221070152017631
99,632.96,0.0420354130006609,0.261798082074875
100,636.31,0.424557418721558,0.254498268012664
101,639.65,0.438735884233117,0.202522115908576
102,642.99,0.424335401528601,0.213737451637665
103,646.34,0.377856606093242,0.206194158789769
104,649.68,0.411594573426373,0.206174843515033
105,653.02,0.439375638458179,0.204602615532108
106,656.37,0.47500086495566,0.223546014643194
107,659.71,0.422260471533916,0.233358247793688
108,663.05,0.395333106449236,0.246183525867638
109,666.39,0.383407608593139,0.258985194542023
110,669.73,0.398681809565084,0.265413448076403
111,673.07,0.444530303136013,0.219186447837173
112,676.41,0.489211873758731,0.220126044161976
113,679.75,0.558905597331464,0.229426760361873
114,683.09,0.548389521587056,0.225986599490536
115,686.43,0.58553349522154,0.206765020124122
116,689.77,0.601388188206445,0.232057320896219
117,693.1,0.612079714923535,0.200581558154195
118,696.44,0.643778195648283,0.217499158679927
119,699.78,0.675229054393006,0.231868148488796
120,703.11,0.714891096376646,0.242689528652316
121,706.45,0.783212943466977,0.224404631878584
122,709.78,0.871158208665176,0.229498379069538
123,713.12,0.910211184835402,0.208246776556929
124,716.45,0.942454306226651,0.201737148515326
125,719.78,0.945644318402264,0.204789869686391
126,723.12,0.970700849091867,0.224620212677913
127,726.45,0.976348270744342,0.248871033793432
128,729.78,0.946583852707876,0.214510560984766
129,733.11,0.923920807788489,0.226391494449517
130,736.44,0.886052045087714,0.228042956933391
131,739.77,0.88101577312143,0.235420408671159
132,743.1,0.90329180233982,0.243533800918964
133,746.42,0.981776633796726,0.244408781202583
134,749.75,1.02514822577673,0.228706605213142
135,753.08,1.14031390619573,0.218287711307274
136,756.4,1.24960982491825,0.222625602810261
137,759.73,1.32416172536607,0.195863505889945
138,763.05,1.41144667502322,0.201005758767423
139,766.38,1.48370554395636,0.189338352467301
140,769.7,1.60851356753753,0.192866311441262
141,773.02,1.69292292760778,0.193890053749316
142,776.34,1.849386917715,0.209394282979998
143,779.66,1.89278673313306,0.213479099007045
144,782.98,1.9116857070772,0.24716120914893
145,786.3,1.96601553864092,0.215259966757274
146,789.62,1.99715490116681,0.232770482080337
147,792.94,2.03622273578038,0.24284693707277
148,796.25,2.07382828473269,0.224341699745444
149,799.57,2.11868305460215,0.206772614892596
150,802.88,2.11217284958625,0.24499314815199
151,806.2,2.18998753076725,0.215016715655921
152,809.51,2.28499966816365,0.204583435900562
153,812.82,2.30465662217704,0.247803392921671
154,816.13,2.34916351063087,0.200002106260627
155,819.44,2.35935965178149,0.19324393425607
156,822.75,2.35130516056094,0.208938050291405
157,826.06,2.31109272853897,0.22172563271873
158,829.37,2.26586948738377,0.232672430397651
159,832.67,2.27192111368856,0.232156940789087
160,835.98,2.26153860332461,0.213841504664136
161,839.28,2.26155585857513,0.227137105497063
162,842.59,2.27417722618299,0.229345531816927
163,845.89,2.33558681135812,0.225310879465933
164,849.19,2.47299879912325,0.177785020011393
165,852.49,2.51625134667767,0.194979334639278
166,855.79,2.541400786276,0.209756655183116
167,859.09,2.60193098913724,0.180583809454385
168,862.39,2.6930771356081,0.199089891784971
169,865.68,2.78399275411958,0.230915191897801
170,868.98,2.86566628949583,0.253297303793126
171,872.27,2.99484480465919,0.212820007121591
172,875.56,2.95163005311284,0.144180976119257
173,878.86,2.98389523519073,0.124347180171492
174,882.15,3.14088049858166,0.125128595687132
175,885.44,3.19231792286842,0.217668250217528
176,888.72,3.27786688892042,0.238297170924861
177,892.01,3.33817591912975,0.155337402255991
178,895.3,3.34314642981202,0.156723326191438
179,898.58,3.38360767725682,0.162356608247923
180,901.87,3.42653270826608,0.158812562788826
