412.5 00 00.03 0.297986
412.5 00 00.10 0.323377
412.5 00 00.30 0.339596
412.5 00 01.00 0.351059
412.5 00 03.00 0.358863
412.5 00 10.00 0.370059
412.5 15 00.03 0.299979
412.5 15 00.10 0.327026
412.5 15 00.30 0.344429
412.5 15 01.00 0.357576
412.5 15 03.00 0.367546
412.5 15 10.00 0.3809
412.5 30 00.03 0.307963
412.5 30 00.10 0.337023
412.5 30 00.30 0.357936
412.5 30 01.00 0.37592
412.5 30 03.00 0.390914
412.5 30 10.00 0.411862
412.5 45 00.03 0.315068
412.5 45 00.10 0.353892
412.5 45 00.30 0.381115
412.5 45 01.00 0.408084
412.5 45 03.00 0.433355
412.5 45 10.00 0.467264
412.5 60 00.03 0.331695
412.5 60 00.10 0.370817
412.5 60 00.30 0.404951
412.5 60 01.00 0.441742
412.5 60 03.00 0.477523
412.5 60 10.00 0.526543
412.5 75 00.03 0.336798
412.5 75 00.10 0.378583
412.5 75 00.30 0.415086
412.5 75 01.00 0.455363
412.5 75 03.00 0.495557
412.5 75 10.00 0.549666
442.5 00 00.03 0.311601
442.5 00 00.10 0.328292
442.5 00 00.30 0.341049
442.5 00 01.00 0.352109
442.5 00 03.00 0.360004
442.5 00 10.00 0.370684
442.5 15 00.03 0.314786
442.5 15 00.10 0.332422
442.5 15 00.30 0.346776
442.5 15 01.00 0.359514
442.5 15 03.00 0.369678
442.5 15 10.00 0.382501
442.5 30 00.03 0.323015
442.5 30 00.10 0.343782
442.5 30 00.30 0.361962
442.5 30 01.00 0.380387
442.5 30 03.00 0.395855
442.5 30 10.00 0.416231
442.5 45 00.03 0.331712
442.5 45 00.10 0.363385
442.5 45 00.30 0.389224
442.5 45 01.00 0.417677
442.5 45 03.00 0.444114
442.5 45 10.00 0.477592
442.5 60 00.03 0.351134
442.5 60 00.10 0.383538
442.5 60 00.30 0.41746
442.5 60 01.00 0.457698
442.5 60 03.00 0.495697
442.5 60 10.00 0.544887
442.5 75 00.03 0.358193
442.5 75 00.10 0.392942
442.5 75 00.30 0.430589
442.5 75 01.00 0.475515
442.5 75 03.00 0.519228
442.5 75 10.00 0.574787
490.0 00 00.03 0.34746
490.0 00 00.10 0.345364
490.0 00 00.30 0.350692
490.0 00 01.00 0.36205
490.0 00 03.00 0.374337
490.0 00 10.00 0.389326
490.0 15 00.03 0.351188
490.0 15 00.10 0.3503
490.0 15 00.30 0.357338
490.0 15 01.00 0.370978
490.0 15 03.00 0.385497
490.0 15 10.00 0.403188
490.0 30 00.03 0.361356
490.0 30 00.10 0.363945
490.0 30 00.30 0.375904
490.0 30 01.00 0.396093
490.0 30 03.00 0.417024
490.0 30 10.00 0.442496
490.0 45 00.03 0.371044
490.0 45 00.10 0.388151
490.0 45 00.30 0.409256
490.0 45 01.00 0.441679
490.0 45 03.00 0.47459
490.0 45 10.00 0.514708
490.0 60 00.03 0.397061
490.0 60 00.10 0.413866
490.0 60 00.30 0.445446
490.0 60 01.00 0.49177
490.0 60 03.00 0.538345
490.0 60 10.00 0.595316
490.0 75 00.03 0.407146
490.0 75 00.10 0.427666
490.0 75 00.30 0.464555
490.0 75 01.00 0.518074
490.0 75 03.00 0.571876
490.0 75 10.00 0.637976
510.0 00 00.03 0.360108
510.0 00 00.10 0.350301
510.0 00 00.30 0.349293
510.0 00 01.00 0.359842
510.0 00 03.00 0.376623
510.0 00 10.00 0.398074
510.0 15 00.03 0.364067
510.0 15 00.10 0.355418
510.0 15 00.30 0.356134
510.0 15 01.00 0.369114
510.0 15 03.00 0.388332
510.0 15 10.00 0.412722
510.0 30 00.03 0.374945
510.0 30 00.10 0.36966
510.0 30 00.30 0.37536
510.0 30 01.00 0.395265
510.0 30 03.00 0.42138
510.0 30 10.00 0.454124
510.0 45 00.03 0.385154
510.0 45 00.10 0.395377
510.0 45 00.30 0.410432
510.0 45 01.00 0.443218
510.0 45 03.00 0.482005
510.0 45 10.00 0.530256
510.0 60 00.03 0.414209
510.0 60 00.10 0.423287
510.0 60 00.30 0.449268
510.0 60 01.00 0.496655
510.0 60 03.00 0.549649
510.0 60 10.00 0.615483
510.0 75 00.03 0.425689
510.0 75 00.10 0.439103
510.0 75 00.30 0.471164
510.0 75 01.00 0.526584
510.0 75 03.00 0.58739
510.0 75 10.00 0.663129
560.0 00 00.03 0.37579
560.0 00 00.10 0.358839
560.0 00 00.30 0.349959
560.0 00 01.00 0.357937
560.0 00 03.00 0.383813
560.0 00 10.00 0.424393
560.0 15 00.03 0.380268
560.0 15 00.10 0.364507
560.0 15 00.30 0.357339
560.0 15 01.00 0.367928
560.0 15 03.00 0.39666
560.0 15 10.00 0.440702
560.0 30 00.03 0.392658
560.0 30 00.10 0.380399
560.0 30 00.30 0.378242
560.0 30 01.00 0.396229
560.0 30 03.00 0.432839
560.0 30 10.00 0.486362
560.0 45 00.03 0.403558
560.0 45 00.10 0.409811
560.0 45 00.30 0.417272
560.0 45 01.00 0.44911
560.0 45 03.00 0.499773
560.0 45 10.00 0.57003
560.0 60 00.03 0.439198
560.0 60 00.10 0.442722
560.0 60 00.30 0.461833
560.0 60 01.00 0.509574
560.0 60 03.00 0.575458
560.0 60 10.00 0.663534
560.0 75 00.03 0.454358
560.0 75 00.10 0.463707
560.0 75 00.30 0.490449
560.0 75 01.00 0.54816
560.0 75 03.00 0.622976
560.0 75 10.00 0.721376
620.0 00 00.03 0.371367
620.0 00 00.10 0.350985
620.0 00 00.30 0.33531
620.0 00 01.00 0.328541
620.0 00 03.00 0.336694
620.0 00 10.00 0.363992
620.0 15 00.03 0.376172
620.0 15 00.10 0.356888
620.0 15 00.30 0.342423
620.0 15 01.00 0.337308
620.0 15 03.00 0.347639
620.0 15 10.00 0.378405
620.0 30 00.03 0.389599
620.0 30 00.10 0.373592
620.0 30 00.30 0.362846
620.0 30 01.00 0.362601
620.0 30 03.00 0.379133
620.0 30 10.00 0.41958
620.0 45 00.03 0.400077
620.0 45 00.10 0.40534
620.0 45 00.30 0.402023
620.0 45 01.00 0.411511
620.0 45 03.00 0.439813
620.0 45 10.00 0.498276
620.0 60 00.03 0.442226
620.0 60 00.10 0.441943
620.0 60 00.30 0.448083
620.0 60 01.00 0.469478
620.0 60 03.00 0.511787
620.0 60 10.00 0.591042
620.0 75 00.03 0.460542
620.0 75 00.10 0.467239
620.0 75 00.30 0.480712
620.0 75 01.00 0.511101
620.0 75 03.00 0.563656
620.0 75 10.00 0.657503
660.0 00 00.03 0.374291
660.0 00 00.10 0.349846
660.0 00 00.30 0.331815
660.0 00 01.00 0.32239
660.0 00 03.00 0.325497
660.0 00 10.00 0.342304
660.0 15 00.03 0.379408
660.0 15 00.10 0.356057
660.0 15 00.30 0.339115
660.0 15 01.00 0.331061
660.0 15 03.00 0.335936
660.0 15 10.00 0.355635
660.0 30 00.03 0.393732
660.0 30 00.10 0.373672
660.0 30 00.30 0.360137
660.0 30 01.00 0.356184
660.0 30 03.00 0.366151
660.0 30 10.00 0.394008
660.0 45 00.03 0.403971
660.0 45 00.10 0.407461
660.0 45 00.30 0.400824
660.0 45 01.00 0.405264
660.0 45 03.00 0.425054
660.0 45 10.00 0.468444
660.0 60 00.03 0.450467
660.0 60 00.10 0.446725
660.0 60 00.30 0.449092
660.0 60 01.00 0.463974
660.0 60 03.00 0.495693
660.0 60 10.00 0.557625
660.0 75 00.03 0.46995
660.0 75 00.10 0.474439
660.0 75 00.30 0.484556
660.0 75 01.00 0.508045
660.0 75 03.00 0.549207
660.0 75 10.00 0.625381
