-9 00 0.528716
-9 01 0.528716
-9 02 0.528716
-9 03 0.528716
-9 04 0.528716
-9 05 0.52871
-9 06 0.52871
-9 07 0.52871
-9 08 0.52871
-9 09 0.528705
-9 10 0.528705
-9 11 0.528705
-9 12 0.5287
-9 13 0.528673
-9 14 0.528651
-9 15 0.528619
-9 16 0.528602
-9 17 0.528554
-9 18 0.528473
-9 19 0.528429
-9 20 0.528365
-9 21 0.528257
-9 22 0.528111
-9 23 0.527981
-9 24 0.527803
-9 25 0.527581
-9 26 0.527306
-9 27 0.527025
-9 28 0.526647
-9 29 0.526188
-9 30 0.525712
-9 31 0.525102
-9 32 0.524481
-9 33 0.523497
-9 34 0.522163
-9 35 0.52091
-9 36 0.519246
-9 37 0.51748
-9 38 0.515081
-9 39 0.511737
-9 40 0.507934
-9 41 0.503256
-9 42 0.49706
-9 43 0.488396
-9 44 0.475917
-9 45 0.45788
-9 46 0.429855
-9 47 0.376483
-9 48 0.23203
-9 49 0
-9 50 0
-9 51 0
-9 52 0
-9 53 0
-9 54 0
-9 55 0
-9 56 0
-9 57 0
-9 58 0
-9 59 0
-9 60 0
-9 61 0
-9 62 0
-9 63 0
-9 64 0
-9 65 0
-9 66 0
-9 67 0
-9 68 0
-9 69 0
-9 70 0
-9 71 0
-9 72 0
-9 73 0
-9 74 0
-9 75 0
-9 76 0
-9 77 0
-9 78 0
-9 79 0
-9 80 0
-9 81 0
-9 82 0
-9 83 0
-9 84 0
-9 85 0
-9 86 0
-9 87 0
-9 88 0
-9 89 0
-9 90 0
00 00 0.528883
00 01 0.528889
00 02 0.528872
00 03 0.528878
00 04 0.528845
00 05 0.528867
00 06 0.528905
00 07 0.528916
00 08 0.528916
00 09 0.528889
00 10 0.528883
00 11 0.528867
00 12 0.528862
00 13 0.528862
00 14 0.528829
00 15 0.528786
00 16 0.528808
00 17 0.528694
00 18 0.528624
00 19 0.528511
00 20 0.528435
00 21 0.528348
00 22 0.528159
00 23 0.52797
00 24 0.527781
00 25 0.527495
00 26 0.527111
00 27 0.526831
00 28 0.526388
00 29 0.525907
00 30 0.525264
00 31 0.5244
00 32 0.523227
00 33 0.521661
00 34 0.520035
00 35 0.517961
00 36 0.515006
00 37 0.511084
00 38 0.505893
00 39 0.498098
00 40 0.487391
00 41 0.473097
00 42 0.454115
00 43 0.42986
00 44 0.399739
00 45 0.363114
00 46 0.321465
00 47 0.276169
00 48 0.230345
00 49 0.184936
00 50 0.143368
00 51 0.104846
00 52 0.0740499
00 53 0.0486337
00 54 0.0297701
00 55 0.0171728
00 56 0.00909688
00 57 0.00433236
00 58 0.00183126
00 59 0.000718459
00 60 0.000226882
00 61 0
00 62 0
00 63 0
00 64 0
00 65 0
00 66 0
00 67 0
00 68 0
00 69 0
00 70 0
00 71 0
00 72 0
00 73 0
00 74 0
00 75 0
00 76 0
00 77 0
00 78 0
00 79 0
00 80 0
00 81 0
00 82 0
00 83 0
00 84 0
00 85 0
00 86 0
00 87 0
00 88 0
00 89 0
00 90 0
04 00 0.528872
04 01 0.528872
04 02 0.528867
04 03 0.528845
04 04 0.528862
04 05 0.528894
04 06 0.528894
04 07 0.528862
04 08 0.528856
04 09 0.528867
04 10 0.528862
04 11 0.528862
04 12 0.528905
04 13 0.528824
04 14 0.528759
04 15 0.528705
04 16 0.528586
04 17 0.528548
04 18 0.528451
04 19 0.528348
04 20 0.528235
04 21 0.5281
04 22 0.527857
04 23 0.52763
04 24 0.527311
04 25 0.526993
04 26 0.526512
04 27 0.526107
04 28 0.525431
04 29 0.524594
04 30 0.523638
04 31 0.522066
04 32 0.520062
04 33 0.517669
04 34 0.514984
04 35 0.510711
04 36 0.504737
04 37 0.49786
04 38 0.488536
04 39 0.476776
04 40 0.462596
04 41 0.445418
04 42 0.425085
04 43 0.400414
04 44 0.373388
04 45 0.342494
04 46 0.308495
04 47 0.275175
04 48 0.23983
04 49 0.206911
04 50 0.174494
04 51 0.14219
04 52 0.113284
04 53 0.0885866
04 54 0.0668653
04 55 0.0480287
04 56 0.0331139
04 57 0.0217699
04 58 0.0135535
04 59 0.00807591
04 60 0.00437558
04 61 0.00206354
04 62 0.000891322
04 63 0.000426754
04 64 0.000140451
04 65 0
04 66 0
04 67 0
04 68 0
04 69 0
04 70 0
04 71 0
04 72 0
04 73 0
04 74 0
04 75 0
04 76 0
04 77 0
04 78 0
04 79 0
04 80 0
04 81 0
04 82 0
04 83 0
04 84 0
04 85 0
04 86 0
04 87 0
04 88 0
04 89 0
04 90 0
06 00 0.528867
06 01 0.528856
06 02 0.528883
06 03 0.52884
06 04 0.528883
06 05 0.528905
06 06 0.528851
06 07 0.528856
06 08 0.528867
06 09 0.528872
06 10 0.528883
06 11 0.528905
06 12 0.528808
06 13 0.52877
06 14 0.528716
06 15 0.528624
06 16 0.528554
06 17 0.528451
06 18 0.528386
06 19 0.528311
06 20 0.528105
06 21 0.527884
06 22 0.527689
06 23 0.527398
06 24 0.526987
06 25 0.526879
06 26 0.52609
06 27 0.52562
06 28 0.524945
06 29 0.523546
06 30 0.522039
06 31 0.520137
06 32 0.517955
06 33 0.515168
06 34 0.5111
06 35 0.505255
06 36 0.499054
06 37 0.490583
06 38 0.480071
06 39 0.467841
06 40 0.4525
06 41 0.434371
06 42 0.414335
06 43 0.391328
06 44 0.365474
06 45 0.336925
06 46 0.306188
06 47 0.275202
06 48 0.243601
06 49 0.213442
06 50 0.183996
06 51 0.153912
06 52 0.127459
06 53 0.10322
06 54 0.0819206
06 55 0.062063
06 56 0.0455222
06 57 0.032039
06 58 0.021543
06 59 0.0137912
06 60 0.00843244
06 61 0.00476452
06 62 0.00240927
06 63 0.00115062
06 64 0.000491577
06 65 0.000183666
06 66 0
06 67 0
06 68 0
06 69 0
06 70 0
06 71 0
06 72 0
06 73 0
06 74 0
06 75 0
06 76 0
06 77 0
06 78 0
06 79 0
06 80 0
06 81 0
06 82 0
06 83 0
06 84 0
06 85 0
06 86 0
06 87 0
06 88 0
06 89 0
06 90 0
08 00 0.528856
08 01 0.528862
08 02 0.528856
08 03 0.52884
08 04 0.528867
08 05 0.528867
08 06 0.528856
08 07 0.528867
08 08 0.528856
08 09 0.528862
08 10 0.528894
08 11 0.528813
08 12 0.528786
08 13 0.528727
08 14 0.528624
08 15 0.528581
08 16 0.528494
08 17 0.528462
08 18 0.52837
08 19 0.528105
08 20 0.527965
08 21 0.527781
08 22 0.527419
08 23 0.527182
08 24 0.526728
08 25 0.526344
08 26 0.525777
08 27 0.52488
08 28 0.523546
08 29 0.522406
08 30 0.520607
08 31 0.518063
08 32 0.51547
08 33 0.511521
08 34 0.506319
08 35 0.500577
08 36 0.492879
08 37 0.483782
08 38 0.472881
08 39 0.459063
08 40 0.4437
08 41 0.426295
08 42 0.406562
08 43 0.38477
08 44 0.359705
08 45 0.331836
08 46 0.304443
08 47 0.275851
08 48 0.247344
08 49 0.218763
08 50 0.191396
08 51 0.164279
08 52 0.137944
08 53 0.115229
08 54 0.094237
08 55 0.0746333
08 56 0.0569582
08 57 0.0419353
08 58 0.0296999
08 59 0.0203113
08 60 0.0133752
08 61 0.00839463
08 62 0.00479693
08 63 0.00244168
08 64 0.00118303
08 65 0.000572607
08 66 0.000216078
08 67 0.000102637
08 68 0
08 69 0
08 70 0
08 71 0
08 72 0
08 73 0
08 74 0
08 75 0
08 76 0
08 77 0
08 78 0
08 79 0
08 80 0
08 81 0
08 82 0
08 83 0
08 84 0
08 85 0
08 86 0
08 87 0
08 88 0
08 89 0
08 90 0
16 00 0.528824
16 01 0.528791
16 02 0.528775
16 03 0.528835
16 04 0.528835
16 05 0.528818
16 06 0.528829
16 07 0.528818
16 08 0.528851
16 09 0.528775
16 10 0.528727
16 11 0.528646
16 12 0.528581
16 13 0.528511
16 14 0.528456
16 15 0.528273
16 16 0.528057
16 17 0.528105
16 18 0.527733
16 19 0.527463
16 20 0.527257
16 21 0.526755
16 22 0.526053
16 23 0.525421
16 24 0.524454
16 25 0.523082
16 26 0.521845
16 27 0.520251
16 28 0.518031
16 29 0.515006
16 30 0.511041
16 31 0.507038
16 32 0.502181
16 33 0.496326
16 34 0.48926
16 35 0.480946
16 36 0.471704
16 37 0.460527
16 38 0.448173
16 39 0.43456
16 40 0.420326
16 41 0.404574
16 42 0.386045
16 43 0.367187
16 44 0.345492
16 45 0.323852
16 46 0.302363
16 47 0.280302
16 48 0.25669
16 49 0.234888
16 50 0.212129
16 51 0.191008
16 52 0.169794
16 53 0.148532
16 54 0.129377
16 55 0.110616
16 56 0.093686
16 57 0.0770264
16 58 0.0617551
16 59 0.0482826
16 60 0.0369817
16 61 0.0272528
16 62 0.0193444
16 63 0.0131591
16 64 0.00837842
16 65 0.00502921
16 66 0.00288464
16 67 0.00154496
16 68 0.000718459
16 69 0.000334921
16 70 0.000151255
16 71 0
16 72 0
16 73 0
16 74 0
16 75 0
16 76 0
16 77 0
16 78 0
16 79 0
16 80 0
16 81 0
16 82 0
16 83 0
16 84 0
16 85 0
16 86 0
16 87 0
16 88 0
16 89 0
16 90 0
